,date,rank,country,ct,points,previousPoints,flag,delta
10157,2015-05-07T00:00:00,57,Albania,ALB,575,575.0,https://api.fifa.com/api/v1/picture/flags-sq-4/alb,0.0
10158,2015-05-07T00:00:00,57,Korea Republic,KOR,575,575.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,0.0
10159,2015-05-07T00:00:00,59,South Africa,RSA,553,553.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rsa,0.0
10160,2015-05-07T00:00:00,60,Zambia,ZAM,552,556.0,https://api.fifa.com/api/v1/picture/flags-sq-4/zam,-4.0
10161,2015-05-07T00:00:00,61,Equatorial Guinea,EQG,549,549.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eqg,0.0
10162,2015-05-07T00:00:00,62,Republic of Ireland,IRL,546,546.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irl,0.0
10163,2015-05-07T00:00:00,63,Peru,PER,532,526.0,https://api.fifa.com/api/v1/picture/flags-sq-4/per,6.0
10164,2015-05-07T00:00:00,64,Australia,AUS,531,531.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aus,0.0
10165,2015-05-07T00:00:00,65,Trinidad and Tobago,TRI,519,519.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tri,0.0
10166,2015-05-07T00:00:00,66,Burkina Faso,BFA,517,517.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bfa,0.0
10167,2015-05-07T00:00:00,67,Bulgaria,BUL,505,505.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bul,0.0
10168,2015-05-07T00:00:00,68,United Arab Emirates,UAE,501,501.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uae,0.0
10169,2015-05-07T00:00:00,69,Venezuela,VEN,495,495.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ven,0.0
10170,2015-05-07T00:00:00,70,Norway,NOR,491,491.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nor,0.0
10171,2015-05-07T00:00:00,71,Uganda,UGA,485,485.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uga,0.0
10172,2015-05-07T00:00:00,72,Uzbekistan,UZB,476,476.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uzb,0.0
10173,2015-05-07T00:00:00,73,Rwanda,RWA,474,474.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rwa,0.0
10174,2015-05-07T00:00:00,74,Jamaica,JAM,466,466.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jam,0.0
10175,2015-05-07T00:00:00,75,Montenegro,MNE,457,491.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mne,-34.0
10176,2015-05-07T00:00:00,76,Honduras,HON,453,451.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hon,2.0
10177,2015-05-07T00:00:00,77,Armenia,ARM,449,449.0,https://api.fifa.com/api/v1/picture/flags-sq-4/arm,0.0
10178,2015-05-07T00:00:00,78,Finland,FIN,446,446.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fin,0.0
10179,2015-05-07T00:00:00,79,Haiti,HAI,442,442.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hai,0.0
10180,2015-05-07T00:00:00,80,Togo,TOG,435,435.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tog,0.0
10181,2015-05-07T00:00:00,81,Paraguay,PAR,415,418.0,https://api.fifa.com/api/v1/picture/flags-sq-4/par,-3.0
10182,2015-05-07T00:00:00,82,China PR,CHN,408,408.0,https://api.fifa.com/api/v1/picture/flags-sq-4/chn,0.0
10183,2015-05-07T00:00:00,83,Belarus,BLR,397,397.0,https://api.fifa.com/api/v1/picture/flags-sq-4/blr,0.0
10184,2015-05-07T00:00:00,84,El Salvador,SLV,388,388.0,https://api.fifa.com/api/v1/picture/flags-sq-4/slv,0.0
10185,2015-05-07T00:00:00,85,Latvia,LVA,387,387.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lva,0.0
10186,2015-05-07T00:00:00,86,Mozambique,MOZ,383,385.0,https://api.fifa.com/api/v1/picture/flags-sq-4/moz,-2.0
10187,2015-05-07T00:00:00,86,Iraq,IRQ,383,385.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irq,-2.0
10188,2015-05-07T00:00:00,88,Sierra Leone,SLE,382,382.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sle,0.0
10189,2015-05-07T00:00:00,89,Angola,ANG,381,381.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ang,0.0
10190,2015-05-07T00:00:00,90,Morocco,MAR,371,371.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mar,0.0
10191,2015-05-07T00:00:00,90,Guatemala,GUA,371,372.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gua,-1.0
10192,2015-05-07T00:00:00,92,Bolivia,BOL,360,360.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bol,0.0
10193,2015-05-07T00:00:00,93,Estonia,EST,358,358.0,https://api.fifa.com/api/v1/picture/flags-sq-4/est,0.0
10194,2015-05-07T00:00:00,94,Benin,BEN,357,357.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ben,0.0
10195,2015-05-07T00:00:00,95,Saudi Arabia,KSA,349,349.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ksa,0.0
10196,2015-05-07T00:00:00,96,Cyprus,CYP,342,342.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cyp,0.0
10197,2015-05-07T00:00:00,97,Oman,OMA,341,341.0,https://api.fifa.com/api/v1/picture/flags-sq-4/oma,0.0
10198,2015-05-07T00:00:00,97,Malawi,MWI,341,341.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mwi,0.0
10199,2015-05-07T00:00:00,99,Qatar,QAT,337,337.0,https://api.fifa.com/api/v1/picture/flags-sq-4/qat,0.0
10200,2015-05-07T00:00:00,100,Lithuania,LTU,333,333.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ltu,0.0
10201,2015-05-07T00:00:00,101,Ethiopia,ETH,321,321.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eth,0.0
10202,2015-05-07T00:00:00,102,Faroe Islands,FRO,318,318.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fro,0.0
10203,2015-05-07T00:00:00,103,Jordan,JOR,316,316.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jor,0.0
10204,2015-05-07T00:00:00,104,Botswana,BOT,314,314.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bot,0.0
10205,2015-05-07T00:00:00,105,FYR Macedonia,MKD,312,312.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mkd,0.0
10206,2015-05-07T00:00:00,106,Antigua and Barbuda,ATG,311,311.0,https://api.fifa.com/api/v1/picture/flags-sq-4/atg,0.0
10207,2015-05-07T00:00:00,107,Tanzania,TAN,304,302.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tan,2.0
10208,2015-05-07T00:00:00,108,Bahrain,BHR,299,299.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bhr,0.0
10209,2015-05-07T00:00:00,109,Cuba,CUB,298,298.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cub,0.0
10210,2015-05-07T00:00:00,110,St. Vincent / Grenadines,VIN,291,262.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vin,29.0
10211,2015-05-07T00:00:00,111,Sudan,SDN,288,288.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sdn,0.0
10212,2015-05-07T00:00:00,112,Libya,LBY,281,281.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lby,0.0
10213,2015-05-07T00:00:00,112,St. Kitts and Nevis,SKN,281,281.0,https://api.fifa.com/api/v1/picture/flags-sq-4/skn,0.0
10214,2015-05-07T00:00:00,114,Namibia,NAM,279,279.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nam,0.0
10215,2015-05-07T00:00:00,115,Canada,CAN,277,277.0,https://api.fifa.com/api/v1/picture/flags-sq-4/can,0.0
10216,2015-05-07T00:00:00,116,Azerbaijan,AZE,264,264.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aze,0.0
10217,2015-05-07T00:00:00,117,Kenya,KEN,258,258.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ken,0.0
10218,2015-05-07T00:00:00,118,Dominican Republic,DOM,257,257.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dom,0.0
10219,2015-05-07T00:00:00,119,Niger,NIG,252,252.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nig,0.0
10220,2015-05-07T00:00:00,120,Moldova,MDA,245,245.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mda,0.0
10221,2015-05-07T00:00:00,121,Lesotho,LES,242,242.0,https://api.fifa.com/api/v1/picture/flags-sq-4/les,0.0
10222,2015-05-07T00:00:00,122,Burundi,BDI,237,237.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bdi,0.0
10223,2015-05-07T00:00:00,123,Zimbabwe,ZIM,235,237.0,https://api.fifa.com/api/v1/picture/flags-sq-4/zim,-2.0
10224,2015-05-07T00:00:00,124,Vietnam,VIE,229,229.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vie,0.0
10225,2015-05-07T00:00:00,125,Syria,SYR,225,225.0,https://api.fifa.com/api/v1/picture/flags-sq-4/syr,0.0
10226,2015-05-07T00:00:00,126,Kuwait,KUW,224,224.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kuw,0.0
10227,2015-05-07T00:00:00,127,Liechtenstein,LIE,219,219.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lie,0.0
10228,2015-05-07T00:00:00,128,Bermuda,BER,217,217.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ber,0.0
10229,2015-05-07T00:00:00,129,Mauritania,MTN,216,246.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mtn,-30.0
10230,2015-05-07T00:00:00,130,Barbados,BRB,215,215.0,https://api.fifa.com/api/v1/picture/flags-sq-4/brb,0.0
10231,2015-05-07T00:00:00,131,St. Lucia,LCA,214,202.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lca,12.0
10232,2015-05-07T00:00:00,132,Guinea-Bissau,GNB,212,212.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gnb,0.0
10233,2015-05-07T00:00:00,132,Liberia,LBR,212,212.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lbr,0.0
10234,2015-05-07T00:00:00,134,Kazakhstan,KAZ,210,210.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kaz,0.0
10235,2015-05-07T00:00:00,135,Afghanistan,AFG,208,203.0,https://api.fifa.com/api/v1/picture/flags-sq-4/afg,5.0
10236,2015-05-07T00:00:00,136,Aruba,ARU,204,204.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aru,0.0
10237,2015-05-07T00:00:00,137,Philippines,PHI,200,193.0,https://api.fifa.com/api/v1/picture/flags-sq-4/phi,7.0
10238,2015-05-07T00:00:00,137,Luxembourg,LUX,200,200.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lux,0.0
10239,2015-05-07T00:00:00,139,Georgia,GEO,197,197.0,https://api.fifa.com/api/v1/picture/flags-sq-4/geo,0.0
10240,2015-05-07T00:00:00,140,Maldives,MDV,191,191.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mdv,0.0
10241,2015-05-07T00:00:00,141,Palestine,PLE,190,192.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ple,-2.0
10242,2015-05-07T00:00:00,142,Thailand,THA,183,183.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tha,0.0
10243,2015-05-07T00:00:00,143,Tajikistan,TJK,173,175.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tjk,-2.0
10244,2015-05-07T00:00:00,144,Central African Republic,CTA,163,163.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cta,0.0
10245,2015-05-07T00:00:00,144,Lebanon,LIB,163,163.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lib,0.0
10246,2015-05-07T00:00:00,144,New Zealand,NZL,163,163.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nzl,0.0
10247,2015-05-07T00:00:00,147,India,IND,161,161.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ind,0.0
10248,2015-05-07T00:00:00,148,Curacao,CUW,159,159.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cuw,0.0
10249,2015-05-07T00:00:00,149,Malta,MLT,158,158.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mlt,0.0
10250,2015-05-07T00:00:00,150,Madagascar,MAD,156,156.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mad,0.0
10251,2015-05-07T00:00:00,151,Timor-Leste,TLS,151,151.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tls,0.0
10252,2015-05-07T00:00:00,152,Chad,CHA,150,155.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cha,-5.0
10253,2015-05-07T00:00:00,153,Kyrgyz Republic,KGZ,148,146.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kgz,2.0
10254,2015-05-07T00:00:00,154,Nicaragua,NCA,142,142.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nca,0.0
10255,2015-05-07T00:00:00,155,Suriname,SUR,141,115.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sur,26.0
10256,2015-05-07T00:00:00,156,Korea DPR,PRK,139,137.0,https://api.fifa.com/api/v1/picture/flags-sq-4/prk,2.0
10257,2015-05-07T00:00:00,157,Gambia,GAM,138,138.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gam,0.0
10258,2015-05-07T00:00:00,158,Myanmar,MYA,133,133.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mya,0.0
10259,2015-05-07T00:00:00,159,Turkmenistan,TKM,131,131.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tkm,0.0
10260,2015-05-07T00:00:00,159,Indonesia,IDN,131,131.0,https://api.fifa.com/api/v1/picture/flags-sq-4/idn,0.0
10261,2015-05-07T00:00:00,159,Belize,BLZ,131,131.0,https://api.fifa.com/api/v1/picture/flags-sq-4/blz,0.0
10262,2015-05-07T00:00:00,162,Singapore,SIN,130,130.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sin,0.0
10263,2015-05-07T00:00:00,163,Guyana,GUY,128,139.0,https://api.fifa.com/api/v1/picture/flags-sq-4/guy,-11.0
10264,2015-05-07T00:00:00,163,Bhutan,BHU,128,128.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bhu,0.0
10265,2015-05-07T00:00:00,165,Dominica,DMA,121,96.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dma,25.0
10266,2015-05-07T00:00:00,166,Malaysia,MAS,120,123.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mas,-3.0
10267,2015-05-07T00:00:00,167,Puerto Rico,PUR,119,119.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pur,0.0
10268,2015-05-07T00:00:00,168,Yemen,YEM,117,111.0,https://api.fifa.com/api/v1/picture/flags-sq-4/yem,6.0
10269,2015-05-07T00:00:00,169,Hong Kong,HKG,116,116.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hkg,0.0
10270,2015-05-07T00:00:00,169,Bangladesh,BAN,116,116.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ban,0.0
10271,2015-05-07T00:00:00,171,Grenada,GRN,113,120.0,https://api.fifa.com/api/v1/picture/flags-sq-4/grn,-7.0
10272,2015-05-07T00:00:00,172,Montserrat,MSR,107,107.0,https://api.fifa.com/api/v1/picture/flags-sq-4/msr,0.0
10273,2015-05-07T00:00:00,173,Pakistan,PAK,106,106.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pak,0.0
10274,2015-05-07T00:00:00,174,US Virgin Islands,VIR,104,104.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vir,0.0
10275,2015-05-07T00:00:00,175,New Caledonia,NCL,101,101.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ncl,0.0
10276,2015-05-07T00:00:00,176,Guam,GUM,97,97.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gum,0.0
10277,2015-05-07T00:00:00,176,Swaziland,SWZ,97,97.0,https://api.fifa.com/api/v1/picture/flags-sq-4/swz,0.0
10278,2015-05-07T00:00:00,178,Laos,LAO,88,88.0,https://api.fifa.com/api/v1/picture/flags-sq-4/lao,0.0
10279,2015-05-07T00:00:00,179,Cambodia,CAM,86,86.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cam,0.0
10280,2015-05-07T00:00:00,179,Chinese Taipei,TPE,86,86.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tpe,0.0
10281,2015-05-07T00:00:00,181,Nepal,NEP,70,71.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nep,-1.0
10282,2015-05-07T00:00:00,182,Brunei Darussalam,BRU,69,69.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bru,0.0
10283,2015-05-07T00:00:00,183,Turks and Caicos Islands,TCA,66,66.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tca,0.0
10284,2015-05-07T00:00:00,183,Macau,MAC,66,66.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mac,0.0
10285,2015-05-07T00:00:00,185,Tahiti,TAH,65,65.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tah,0.0
10286,2015-05-07T00:00:00,185,Mauritius,MRI,65,71.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mri,-6.0
10287,2015-05-07T00:00:00,185,Comoros,COM,65,65.0,https://api.fifa.com/api/v1/picture/flags-sq-4/com,0.0
10288,2015-05-07T00:00:00,188,Sri Lanka,SRI,64,65.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sri,-1.0
10289,2015-05-07T00:00:00,189,Seychelles,SEY,60,60.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sey,0.0
10290,2015-05-07T00:00:00,190,Sao Tome e Principe,STP,58,58.0,https://api.fifa.com/api/v1/picture/flags-sq-4/stp,0.0
10291,2015-05-07T00:00:00,191,Cayman Islands,CAY,48,48.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cay,0.0
10292,2015-05-07T00:00:00,192,Solomon Islands,SOL,46,46.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sol,0.0
10293,2015-05-07T00:00:00,193,South Sudan,SSD,43,43.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ssd,0.0
10294,2015-05-07T00:00:00,194,San Marino,SMR,40,40.0,https://api.fifa.com/api/v1/picture/flags-sq-4/smr,0.0
10295,2015-05-07T00:00:00,195,Vanuatu,VAN,34,34.0,https://api.fifa.com/api/v1/picture/flags-sq-4/van,0.0
10296,2015-05-07T00:00:00,196,Fiji,FIJ,30,30.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fij,0.0
10297,2015-05-07T00:00:00,196,Samoa,SAM,30,30.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sam,0.0
10298,2015-05-07T00:00:00,198,Bahamas,BAH,26,26.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bah,0.0
10299,2015-05-07T00:00:00,198,British Virgin Islands,VGB,26,26.0,https://api.fifa.com/api/v1/picture/flags-sq-4/vgb,0.0
10300,2015-05-07T00:00:00,200,Mongolia,MNG,19,19.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mng,0.0
10301,2015-05-07T00:00:00,201,Tonga,TGA,17,17.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tga,0.0
10302,2015-05-07T00:00:00,202,Papua New Guinea,PNG,13,13.0,https://api.fifa.com/api/v1/picture/flags-sq-4/png,0.0
10303,2015-05-07T00:00:00,203,American Samoa,ASA,12,12.0,https://api.fifa.com/api/v1/picture/flags-sq-4/asa,0.0
10304,2015-05-07T00:00:00,204,Andorra,AND,8,8.0,https://api.fifa.com/api/v1/picture/flags-sq-4/and,0.0
10305,2015-05-07T00:00:00,204,Eritrea,ERI,8,8.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eri,0.0
10306,2015-05-07T00:00:00,206,Somalia,SOM,6,6.0,https://api.fifa.com/api/v1/picture/flags-sq-4/som,0.0
10307,2015-05-07T00:00:00,207,Djibouti,DJI,4,4.0,https://api.fifa.com/api/v1/picture/flags-sq-4/dji,0.0
10308,2015-05-07T00:00:00,207,Cook Islands,COK,4,4.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cok,0.0
10309,2015-05-07T00:00:00,209,Anguilla,AIA,2,2.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aia,0.0
10310,2015-07-09T00:00:00,1,Argentina,ARG,1473,1496.0,https://api.fifa.com/api/v1/picture/flags-sq-4/arg,-23.0
10311,2015-07-09T00:00:00,2,Germany,GER,1411,1775.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ger,-364.0
10312,2015-07-09T00:00:00,3,Belgium,BEL,1244,1509.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bel,-265.0
10313,2015-07-09T00:00:00,4,Colombia,COL,1217,1435.0,https://api.fifa.com/api/v1/picture/flags-sq-4/col,-218.0
10314,2015-07-09T00:00:00,5,Netherlands,NED,1204,1378.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ned,-174.0
10315,2015-07-09T00:00:00,6,Brazil,BRA,1186,1392.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bra,-206.0
10316,2015-07-09T00:00:00,7,Portugal,POR,1177,1229.0,https://api.fifa.com/api/v1/picture/flags-sq-4/por,-52.0
10317,2015-07-09T00:00:00,8,Romania,ROU,1166,1115.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rou,51.0
10318,2015-07-09T00:00:00,9,England,ENG,1157,1051.0,https://api.fifa.com/api/v1/picture/flags-sq-4/eng,106.0
10319,2015-07-09T00:00:00,10,Wales,WAL,1155,929.0,https://api.fifa.com/api/v1/picture/flags-sq-4/wal,226.0
10320,2015-07-09T00:00:00,11,Chile,CHI,1129,989.0,https://api.fifa.com/api/v1/picture/flags-sq-4/chi,140.0
10321,2015-07-09T00:00:00,12,Spain,ESP,1110,1147.0,https://api.fifa.com/api/v1/picture/flags-sq-4/esp,-37.0
10322,2015-07-09T00:00:00,13,Uruguay,URU,1036,1183.0,https://api.fifa.com/api/v1/picture/flags-sq-4/uru,-147.0
10323,2015-07-09T00:00:00,14,Croatia,CRO,1023,992.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cro,31.0
10324,2015-07-09T00:00:00,15,Slovakia,SVK,1016,1012.0,https://api.fifa.com/api/v1/picture/flags-sq-4/svk,4.0
10325,2015-07-09T00:00:00,15,Austria,AUT,1016,946.0,https://api.fifa.com/api/v1/picture/flags-sq-4/aut,70.0
10326,2015-07-09T00:00:00,17,Italy,ITA,1001,1101.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ita,-100.0
10327,2015-07-09T00:00:00,18,Switzerland,SUI,997,1146.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sui,-149.0
10328,2015-07-09T00:00:00,19,Algeria,ALG,941,941.0,https://api.fifa.com/api/v1/picture/flags-sq-4/alg,0.0
10329,2015-07-09T00:00:00,20,Czech Republic,CZE,933,1036.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cze,-103.0
10330,2015-07-09T00:00:00,21,Côte d'Ivoire,CIV,917,916.0,https://api.fifa.com/api/v1/picture/flags-sq-4/civ,1.0
10331,2015-07-09T00:00:00,22,France,FRA,882,1164.0,https://api.fifa.com/api/v1/picture/flags-sq-4/fra,-282.0
10332,2015-07-09T00:00:00,23,Iceland,ISL,877,769.0,https://api.fifa.com/api/v1/picture/flags-sq-4/isl,108.0
10333,2015-07-09T00:00:00,24,Denmark,DEN,876,808.0,https://api.fifa.com/api/v1/picture/flags-sq-4/den,68.0
10334,2015-07-09T00:00:00,25,Ghana,GHA,827,800.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gha,27.0
10335,2015-07-09T00:00:00,26,Bosnia and Herzegovina,BIH,819,802.0,https://api.fifa.com/api/v1/picture/flags-sq-4/bih,17.0
10336,2015-07-09T00:00:00,27,Ukraine,UKR,791,784.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ukr,7.0
10337,2015-07-09T00:00:00,28,Russia,RUS,782,833.0,https://api.fifa.com/api/v1/picture/flags-sq-4/rus,-51.0
10338,2015-07-09T00:00:00,29,Scotland,SCO,774,818.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sco,-44.0
10339,2015-07-09T00:00:00,30,Poland,POL,769,802.0,https://api.fifa.com/api/v1/picture/flags-sq-4/pol,-33.0
10340,2015-07-09T00:00:00,31,Hungary,HUN,763,685.0,https://api.fifa.com/api/v1/picture/flags-sq-4/hun,78.0
10341,2015-07-09T00:00:00,32,Tunisia,TUN,758,808.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tun,-50.0
10342,2015-07-09T00:00:00,33,Sweden,SWE,752,737.0,https://api.fifa.com/api/v1/picture/flags-sq-4/swe,15.0
10343,2015-07-09T00:00:00,34,USA,USA,748,823.0,https://api.fifa.com/api/v1/picture/flags-sq-4/usa,-75.0
10344,2015-07-09T00:00:00,35,Ecuador,ECU,738,806.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ecu,-68.0
10345,2015-07-09T00:00:00,36,Albania,ALB,722,624.0,https://api.fifa.com/api/v1/picture/flags-sq-4/alb,98.0
10346,2015-07-09T00:00:00,37,Northern Ireland,NIR,721,676.0,https://api.fifa.com/api/v1/picture/flags-sq-4/nir,45.0
10347,2015-07-09T00:00:00,38,IR Iran,IRN,716,717.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irn,-1.0
10348,2015-07-09T00:00:00,39,Senegal,SEN,715,782.0,https://api.fifa.com/api/v1/picture/flags-sq-4/sen,-67.0
10349,2015-07-09T00:00:00,40,Mexico,MEX,697,926.0,https://api.fifa.com/api/v1/picture/flags-sq-4/mex,-229.0
10350,2015-07-09T00:00:00,41,Costa Rica,CRC,695,1056.0,https://api.fifa.com/api/v1/picture/flags-sq-4/crc,-361.0
10351,2015-07-09T00:00:00,42,Cameroon,CMR,672,641.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cmr,31.0
10352,2015-07-09T00:00:00,43,Serbia,SRB,662,673.0,https://api.fifa.com/api/v1/picture/flags-sq-4/srb,-11.0
10353,2015-07-09T00:00:00,44,Greece,GRE,661,899.0,https://api.fifa.com/api/v1/picture/flags-sq-4/gre,-238.0
10354,2015-07-09T00:00:00,45,Venezuela,VEN,643,497.0,https://api.fifa.com/api/v1/picture/flags-sq-4/ven,146.0
10355,2015-07-09T00:00:00,46,Peru,PER,635,546.0,https://api.fifa.com/api/v1/picture/flags-sq-4/per,89.0
10356,2015-07-09T00:00:00,47,Congo,CGO,630,666.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cgo,-36.0
10357,2015-07-09T00:00:00,48,Turkey,TUR,627,590.0,https://api.fifa.com/api/v1/picture/flags-sq-4/tur,37.0
10358,2015-07-09T00:00:00,49,Slovenia,SVN,626,653.0,https://api.fifa.com/api/v1/picture/flags-sq-4/svn,-27.0
10359,2015-07-09T00:00:00,50,Japan,JPN,621,623.0,https://api.fifa.com/api/v1/picture/flags-sq-4/jpn,-2.0
10360,2015-07-09T00:00:00,51,Israel,ISR,620,725.0,https://api.fifa.com/api/v1/picture/flags-sq-4/isr,-105.0
10361,2015-07-09T00:00:00,52,Cape Verde Islands,CPV,608,746.0,https://api.fifa.com/api/v1/picture/flags-sq-4/cpv,-138.0
10362,2015-07-09T00:00:00,52,Republic of Ireland,IRL,608,581.0,https://api.fifa.com/api/v1/picture/flags-sq-4/irl,27.0
10363,2015-07-09T00:00:00,52,Korea Republic,KOR,608,587.0,https://api.fifa.com/api/v1/picture/flags-sq-4/kor,21.0
